name, republican voters, democratic voters, total voters, population, turnout
"Lawrence, Ohio","18240","6849","25949","60872","0.4263"
"Licking, Ohio","49346","26360","79399","172198","0.4611"
"Logan, Ohio","15586","4537","21007","45165","0.4651"
"Lorain, Ohio","65346","64958","136654","306365","0.4460"
"Lucas, Ohio","74102","107363","191684","432488","0.4432"
"Madison, Ohio","11319","4662","16754","43419","0.3859"
"Mahoning, Ohio","52808","56188","112827","230008","0.4905"
"Marion, Ohio","16563","7748","25648","65096","0.3940"
"Medina, Ohio","53811","31582","89360","177221","0.5042"
"Meigs, Ohio","6869","2157","9410","23125","0.4069"
"Mercer, Ohio","17200","3335","21315","40909","0.5210"
"Miami, Ohio","36311","12832","51467","104679","0.4917"
"Monroe, Ohio","4781","1647","6686","14210","0.4705"
"Montgomery, Ohio","120766","117661","249560","531239","0.4698"
"Morgan, Ohio","4315","1711","6290","14804","0.4249"
"Morrow, Ohio","11722","3711","16186","35036","0.4620"
"Muskingum, Ohio","23588","10926","36217","86068","0.4208"
"Noble, Ohio","4441","1201","5875","14294","0.4110"
"Ottawa, Ohio","12389","8136","21742","40636","0.5350"
"Paulding, Ohio","6359","2068","8842","18865","0.4687"
"Perry, Ohio","9978","4072","14647","35927","0.4077"
"Pickaway, Ohio","16482","6325","23814","57565","0.4137"
"Pike, Ohio","7669","3443","11513","28160","0.4088"
"Portage, Ohio","38978","31463","73968","161921","0.4568"
"Preble, Ohio","15376","4323","20475","41247","0.4964"
"Putnam, Ohio","14704","2874","18387","34056","0.5399"
"Richland, Ohio","35805","15629","53739","121107","0.4437"
"Ross, Ohio","17833","9905","28955","77000","0.3760"
"Sandusky, Ohio","16045","9733","27491","59330","0.4634"
"Scioto, Ohio","19742","8841","29618","76088","0.3893"
"Seneca, Ohio","14559","7237","23481","55353","0.4242"
"Shelby, Ohio","18148","4143","23110","48623","0.4753"
"Stark, Ohio","96345","66581","170868","373612","0.4573"
"Summit, Ohio","109531","129922","249937","540300","0.4626"
"Trumbull, Ohio","48152","42130","94073","201825","0.4661"
"Tuscarawas, Ohio","26105","11895","40088","92420","0.4338"
"Union, Ohio","17601","7530","26533","55457","0.4784"
"Van Wert, Ohio","10328","2667","13584","28362","0.4790"
"Vinton, Ohio","3799","1332","5393","12921","0.4174"
"Warren, Ohio","75947","33036","114254","227063","0.5032"
"Washington, Ohio","19901","7841","28992","60610","0.4783"
"Wayne, Ohio","31622","14670","48550","116470","0.4168"
"Williams, Ohio","11706","4287","16938","37017","0.4576"
"Wood, Ohio","31734","26440","62287","130219","0.4783"
"Wyandot, Ohio","7346","2484","10396","22118","0.4700"
"Adair, Oklahoma","4753","1374","6468","22098","0.2927"
"Alfalfa, Oklahoma","1931","216","2256","5827","0.3872"
"Atoka, Oklahoma","4068","795","5002","13810","0.3622"
"Beaver, Oklahoma","1987","176","2237","5382","0.4156"
"Beckham, Oklahoma","6287","958","7529","22519","0.3343"
"Blaine, Oklahoma","2884","711","3793","9643","0.3933"
"Bryan, Oklahoma","10449","2793","13775","45573","0.3023"
"Caddo, Oklahoma","6473","2418","9336","29557","0.3159"
"Canadian, Oklahoma","39969","11666","55250","136532","0.4047"
"Carter, Oklahoma","13751","4002","18533","48556","0.3817"
"Cherokee, Oklahoma","9992","5455","16487","48700","0.3385"
"Choctaw, Oklahoma","4202","1064","5419","14885","0.3641"
"Cimarron, Oklahoma","962","70","1077","2162","0.4981"
"Cleveland, Oklahoma","62469","38790","109326","278655","0.3923"
"Coal, Oklahoma","1892","411","2393","5651","0.4235"
"Comanche, Oklahoma","19153","11439","32504","122136","0.2661"
"Cotton, Oklahoma","2054","424","2602","5941","0.4380"
"Craig, Oklahoma","4279","1249","5778","14625","0.3951"
"Creek, Oklahoma","21539","5834","28786","71312","0.4037"
"Custer, Oklahoma","7818","2102","10531","29293","0.3595"
"Delaware, Oklahoma","11796","3306","15680","41598","0.3769"
"Dewey, Oklahoma","1964","222","2246","4819","0.4661"
"Ellis, Oklahoma","1610","155","1826","4080","0.4475"
"Garfield, Oklahoma","15998","4391","21692","62603","0.3465"
"Garvin, Oklahoma","8243","1852","10531","27838","0.3783"
"Grady, Oklahoma","17293","3878","22257","54655","0.4072"
"Grant, Oklahoma","1827","287","2200","4465","0.4927"
"Greer, Oklahoma","1482","323","1896","5998","0.3161"
"Harmon, Oklahoma","714","224","975","2704","0.3606"
"Harper, Oklahoma","1307","131","1485","3717","0.3995"
"Haskell, Oklahoma","3697","882","4734","12747","0.3714"
"Hughes, Oklahoma","3387","961","4525","13566","0.3336"
"Jackson, Oklahoma","5969","1473","7806","25497","0.3062"
"Jefferson, Oklahoma","1905","365","2345","6230","0.3764"
"Johnston, Oklahoma","3081","782","4001","11087","0.3609"
"Kay, Oklahoma","12168","3734","16795","44943","0.3737"
"Kingfisher, Oklahoma","5151","783","6123","15638","0.3915"
"Kiowa, Oklahoma","2593","766","3489","9077","0.3844"
"Latimer, Oklahoma","3094","797","4050","10414","0.3889"
"Le Flore, Oklahoma","13346","3245","17199","49873","0.3449"
"Lincoln, Oklahoma","10838","2423","14001","35129","0.3986"
"Logan, Oklahoma","13613","4239","18948","46588","0.4067"
"Love, Oklahoma","2920","735","3787","9997","0.3788"
"Major, Oklahoma","2940","310","3399","7772","0.4373"
"Marshall, Oklahoma","4202","1095","5487","16191","0.3389"
"Mayes, Oklahoma","11550","3423","15712","40920","0.3840"
"McClain, Oklahoma","13151","2893","16839","38682","0.4353"
"McCurtain, Oklahoma","8642","1799","10709","32822","0.3263"
"McIntosh, Oklahoma","5501","2122","7958","19815","0.4016"
"Murray, Oklahoma","4173","1086","5525","13918","0.3970"
"Muskogee, Oklahoma","15029","7969","24193","69477","0.3482"
"Noble, Oklahoma","3707","901","4870","11384","0.4278"
"Nowata, Oklahoma","3321","742","4237","10419","0.4067"
"Okfuskee, Oklahoma","2791","943","3933","12167","0.3233"
"Oklahoma, Oklahoma","141429","112661","273609","782970","0.3495"
"Okmulgee, Oklahoma","8926","4379","13924","39213","0.3551"
"Osage, Oklahoma","12559","5593","18942","47806","0.3962"
"Ottawa, Oklahoma","7627","2584","10686","31691","0.3372"
"Pawnee, Oklahoma","4716","1341","6346","16485","0.3850"
"Payne, Oklahoma","16644","8785","27749","81131","0.3420"
"Pittsburg, Oklahoma","12740","3704","17250","44173","0.3905"
"Pontotoc, Oklahoma","10420","3633","14814","38330","0.3865"
"Pottawatomie, Oklahoma","17826","6005","25417","72290","0.3516"
"Pushmataha, Oklahoma","3581","748","4483","11057","0.4054"
"Roger Mills, Oklahoma","1546","151","1758","3640","0.4830"
"Rogers, Oklahoma","30893","7895","40834","91766","0.4450"
"Seminole, Oklahoma","5612","2067","8032","25207","0.3186"
"Sequoyah, Oklahoma","10888","3061","14437","41294","0.3496"
"Stephens, Oklahoma","14166","3084","17886","44090","0.4057"
"Texas, Oklahoma","4615","855","5771","21098","0.2735"
"Tillman, Oklahoma","1944","657","2706","7465","0.3625"
"Tulsa, Oklahoma","143985","87663","246557","642940","0.3835"
"Wagoner, Oklahoma","22967","6711","31246","77679","0.4022"
"Washington, Oklahoma","15810","5047","22208","52087","0.4264"
"Washita, Oklahoma","3851","588","4628","11447","0.4043"
"Woods, Oklahoma","2945","521","3665","9201","0.3983"
"Woodward, Oklahoma","6329","871","7573","20814","0.3638"
"Baker, Oregon","6160","1781","8479","16059","0.5280"
"Benton, Oregon","13030","28431","45577","89385","0.5099"
"Clackamas, Oregon","79062","90187","182136","408062","0.4463"
"Clatsop, Oregon","7794","8899","18158","38632","0.4700"
"Columbia, Oregon","12967","9959","25077","50785","0.4938"
"Coos, Oregon","17699","10355","30181","63761","0.4733"
"Crook, Oregon","8388","2591","11638","22570","0.5156"
"Curry, Oregon","7157","4253","12163","22713","0.5355"
"Deschutes, Oregon","43667","40222","90584","181307","0.4996"
"Douglas, Oregon","34112","13891","51350","108457","0.4735"
"Gilliam, Oregon","632","221","937","1854","0.5054"
"Grant, Oregon","3187","732","4171","7158","0.5827"
"Harney, Oregon","2904","682","3850","7292","0.5280"
"Hood River, Oregon","3223","6359","10383","23232","0.4469"
"Jackson, Oregon","53083","43550","103789","216527","0.4793"
"Jefferson, Oregon","5337","2892","8874","23080","0.3845"
"Josephine, Oregon","26582","13223","42613","85904","0.4961"
"Klamath, Oregon","20170","7080","29240","66443","0.4401"
"Lake, Oregon","3001","628","3814","7837","0.4867"
"Lane, Oregon","66218","100497","181072","369519","0.4900"
"Lincoln, Oregon","9901","12300","24035","47806","0.5028"
"Linn, Oregon","32683","17456","54724","122849","0.4455"
"Malheur, Oregon","7141","2213","9950","30439","0.3269"
"Marion, Oregon","54336","48803","110804","336316","0.3295"
"Morrow, Oregon","2698","1004","3989","11274","0.3538"
"Multnomah, Oregon","63055","271754","357762","799766","0.4473"
"Polk, Oregon","18333","15741","37030","81823","0.4526"
"Sherman, Oregon","726","202","983","1710","0.5749"
"Tillamook, Oregon","6486","5701","13261","26143","0.5072"
"Umatilla, Oregon","16775","7466","26116","76456","0.3416"
"Union, Oregon","8378","3221","12465","26087","0.4778"
"Wallowa, Oregon","2825","1097","4177","6946","0.6014"
"Wasco, Oregon","5721","4634","11251","26115","0.4308"
"Washington, Oregon","75903","137818","232034","582779","0.3982"
"Wheeler, Oregon","583","153","792","1344","0.5893"
"Yamhill, Oregon","22589","18635","45116","105035","0.4295"
"Adams, Pennsylvania","31249","14077","47138","102180","0.4613"
"Allegheny, Pennsylvania","257488","363017","643173","1225365","0.5249"
"Armstrong, Pennsylvania","22676","6849","30446","66486","0.4579"
"Beaver, Pennsylvania","46081","30225","79036","167429","0.4721"
"Bedford, Pennsylvania","19455","3613","23504","48325","0.4864"
"Berks, Pennsylvania","93094","75169","175934","414812","0.4241"
"Blair, Pennsylvania","37224","13093","52029","124650","0.4174"
"Bradford, Pennsylvania","17957","6263","25399","60770","0.4180"
"Bucks, Pennsylvania","163873","165861","342572","626399","0.5469"
"Butler, Pennsylvania","61388","26834","92027","186847","0.4925"
"Cambria, Pennsylvania","40510","17798","60167","134732","0.4466"
"Cameron, Pennsylvania","1495","469","2024","4677","0.4328"
"Carbon, Pennsylvania","18714","8917","28721","63594","0.4516"
"Centre, Pennsylvania","35099","36555","75394","161464","0.4669"
"Chester, Pennsylvania","115582","140188","266637","516312","0.5164"
"Clarion, Pennsylvania","12545","4256","17481","38513","0.4539"
"Clearfield, Pennsylvania","23909","7700","32692","80596","0.4056"
"Clinton, Pennsylvania","9701","4533","14839","39233","0.3782"
"Columbia, Pennsylvania","17387","8502","27127","66420","0.4084"
"Crawford, Pennsylvania","23912","10215","35563","86257","0.4123"
"Cumberland, Pennsylvania","65649","44282","115068","248506","0.4630"
"Dauphin, Pennsylvania","60620","64287","130160","273707","0.4755"
"Delaware, Pennsylvania","106559","169169","284832","563402","0.5056"
"Elk, Pennsylvania","9704","3637","13854","30480","0.4545"
"Erie, Pennsylvania","57168","54820","117240","276207","0.4245"
"Fayette, Pennsylvania","34388","17826","53426","132733","0.4025"
"Forest, Pennsylvania","1680","626","2398","7321","0.3276"
"Franklin, Pennsylvania","49554","17322","69345","153851","0.4507"
"Fulton, Pennsylvania","5676","904","6743","14640","0.4606"
"Greene, Pennsylvania","10394","4157","14955","37197","0.4020"
"Huntingdon, Pennsylvania","14369","4487","19496","45634","0.4272"
"Indiana, Pennsylvania","24920","11468","37728","86364","0.4368"
"Jefferson, Pennsylvania","14533","3437","18551","44073","0.4209"
"Juniata, Pennsylvania","8234","1810","10402","24863","0.4184"
"Lackawanna, Pennsylvania","48102","51593","102740","211321","0.4862"
"Lancaster, Pennsylvania","137145","90066","239151","538500","0.4441"
"Lawrence, Pennsylvania","25323","13933","40555","87294","0.4646"
"Lebanon, Pennsylvania","38804","17860","58906","138863","0.4242"
"Lehigh, Pennsylvania","70285","77087","153031","363147","0.4214"
"Luzerne, Pennsylvania","77508","51454","132731","316383","0.4195"
"Lycoming, Pennsylvania","35475","12926","50294","115248","0.4364"
"McKean, Pennsylvania","11159","3802","15572","41883","0.3718"
"Mercer, Pennsylvania","30034","17631","49594","112913","0.4392"
"Mifflin, Pennsylvania","14050","3563","18239","46342","0.3936"
"Monroe, Pennsylvania","31706","31930","65944","166098","0.3970"
"Montgomery, Pennsylvania","160803","251063","427489","821725","0.5202"
"Montour, Pennsylvania","5274","2851","8535","18343","0.4653"
"Northampton, Pennsylvania","71384","65936","142775","302294","0.4723"
"Northumberland, Pennsylvania","24418","9184","34971","92541","0.3779"
"Perry, Pennsylvania","15613","4630","21153","45820","0.4617"
"Philadelphia, Pennsylvania","105418","560542","680227","1567872","0.4339"
"Pike, Pennsylvania","16035","9247","26066","55562","0.4691"
"Potter, Pennsylvania","6247","1300","7777","16885","0.4606"
"Schuylkill, Pennsylvania","43937","16724","62750","143573","0.4371"
"Snyder, Pennsylvania","11710","3991","16333","40468","0.4036"
"Somerset, Pennsylvania","27347","7367","35730","75061","0.4760"
"Sullivan, Pennsylvania","2318","756","3168","6137","0.5162"
"Susquehanna, Pennsylvania","13295","5065","19200","40862","0.4699"
"Tioga, Pennsylvania","12928","3642","17334","41467","0.4180"
"Union, Pennsylvania","10605","6138","17400","45565","0.3819"
"Venango, Pennsylvania","15254","5889","22096","52582","0.4202"
"Warren, Pennsylvania","12032","4828","17624","40025","0.4403"
"Washington, Pennsylvania","58941","34436","96945","207981","0.4661"
"Wayne, Pennsylvania","15269","6398","22365","50710","0.4410"
"Westmoreland, Pennsylvania","116427","59506","181740","355458","0.5113"
"Wyoming, Pennsylvania","8375","3573","12418","27521","0.4512"
"York, Pennsylvania","126933","67428","203153","443744","0.4578"
"Bristol, Rhode Island","8910","14532","24691","49067","0.5032"
"Kent, Rhode Island","38141","37582","79691","164614","0.4841"
"Newport, Rhode Island","14975","22680","39761","82784","0.4803"
"Providence, Rhode Island","90321","141597","241818","633673","0.3816"
"Washington, Rhode Island","27074","33511","64160","126288","0.5080"
"Abbeville, South Carolina","6742","3712","10724","24872","0.4312"
"Aiken, South Carolina","45981","25426","74773","167458","0.4465"
"Allendale, South Carolina","788","2722","3578","9045","0.3956"
"Anderson, South Carolina","56109","21040","80296","196569","0.4085"
"Bamberg, South Carolina","2197","3886","6195","14434","0.4292"
"Barnwell, South Carolina","4888","4395","9479","21483","0.4412"
"Beaufort, South Carolina","39986","29577","72770","183149","0.3973"
"Berkeley, South Carolina","44223","30492","78919","210898","0.3742"
"Calhoun, South Carolina","3785","3569","7553","14796","0.5105"
"Charleston, South Carolina","75233","89048","175850","396484","0.4435"
"Cherokee, South Carolina","15165","6089","21754","56646","0.3840"
"Chester, South Carolina","7272","6582","14202","32181","0.4413"
"Chesterfield, South Carolina","9576","7125","17128","46013","0.3722"
"Clarendon, South Carolina","7246","7635","15156","33951","0.4464"
"Colleton, South Carolina","9083","7616","17231","37923","0.4544"
"Darlington, South Carolina","14973","13866","29636","67234","0.4408"
"Dillon, South Carolina","5637","5832","11696","30858","0.3790"
"Dorchester, South Carolina","34932","24010","62463","153773","0.4062"
"Edgefield, South Carolina","6842","4491","11644","26358","0.4418"
"Fairfield, South Carolina","4024","6936","11252","22653","0.4967"
"Florence, South Carolina","29498","26630","57770","138742","0.4164"
"Georgetown, South Carolina","17334","13234","31519","61399","0.5133"
"Greenville, South Carolina","125595","73338","211572","498766","0.4242"
"Greenwood, South Carolina","16881","10633","28600","70133","0.4078"
"Hampton, South Carolina","3483","5163","8794","19922","0.4414"
"Horry, South Carolina","83819","36731","124503","322342","0.3862"
"Jasper, South Carolina","6100","7789","14216","28465","0.4994"
"Kershaw, South Carolina","17464","10293","28875","64097","0.4505"
"Lancaster, South Carolina","23598","13718","38717","89594","0.4321"
"Laurens, South Carolina","16770","8845","26474","66777","0.3965"
"Lee, South Carolina","2789","5170","8110","17635","0.4599"
